PKLocNb;NPA;LocName
4310;1652;Villarbeney
4311;1831;Villard-sur-Chamby
4312;1583;Villarepos
4313;1694;Villargiroud
4314;1685;Villariaz
4315;1691;Villarimboud
4316;1695;Villarlod
4317;1556;Villars-Bramard
4318;1423;Villars-Burquin
4319;1743;Villarsel-le-Gibloux
4320;1723;Villarsel-sur-Marly
4321;1404;Villars-Epeney
4322;1694;Villarsiviriaux
4323;1515;Villars-le-Comte
4324;1584;Villars-le-Grand
4325;1041;Villars-le-Terroir
4326;1307;Villars-Lussery
4327;1061;Villars-Mendraz
4328;1443;Villars-sous-Champvent
4329;1666;Villars-sous-Mont
4330;1138;Villars-sous-Yens
4331;1029;Villars-Ste-Croix
4332;2903;Villars-sur-Fontenais
4333;1752;Villars-sur-Glâne
4334;1752;Villars-sur-Glâne 1
4335;1752;Villars-sur-Glâne 2
4336;1884;Villars-sur-Ollon
4337;1058;Villars-Tiercelin
4338;1651;Villarvolard
4339;1555;Villarzel
4340;1690;Villaz-St-Pierre
4341;1527;Villeneuve FR
4342;1844;Villeneuve VD
4343;2613;Villeret
4344;2057;Villiers
4345;5234;Villigen
4346;5232;Villigen PSI
4347;5612;Villmergen
4348;5213;Villnachern
4349;7324;Vilters
4350;3234;Vinelz
4351;1184;Vinzel
4352;1895;Vionnaz
4353;6574;Vira (Gambarogno)
4354;3930;Visp
4355;3932;Visperterminen
4356;3961;Vissoie
4357;6354;Vitznau
4358;7557;Vnà
4359;6632;Vogorno
4360;8459;Volken
4361;8604;Volketswil
4362;1941;Vollèges
4363;4803;Vordemwald
4364;8857;Vorderthal
4365;1896;Vouvry
4366;7149;Vrin
4367;1628;Vuadens
4368;1674;Vuarmarens
4369;1418;Vuarrens
4370;1086;Vucherens
4371;1302;Vufflens-la-Ville
4372;1134;Vufflens-le-Château
4373;1431;Vugelles-La Mothe
4374;1502;Vuibroye
4375;1641;Vuippens
4376;1486;Vuissens
4377;1687;Vuisternens-devant-Romont
4378;1696;Vuisternens-en-Ogoz
4379;1445;Vuiteboeuf
4380;1085;Vulliens
4381;1115;Vullierens
4382;7552;Vulpera
4383;3084;Wabern
4384;8820;Wädenswil
4385;8646;Wagen
4386;8258;Wagenhausen
4387;4246;Wahlen b. Laufen
4388;3046;Wahlendorf
4389;6318;Walchwil
4390;9044;Wald AR
4391;8636;Wald ZH
4392;5047;Walde AG
4393;8727;Walde SG
4394;3802;Waldegg (Beatenberg)
4395;4437;Waldenburg
4396;8564;Wäldi
4397;9205;Waldkirch
4398;9104;Waldstatt
4399;8880;Walenstadt
4400;8881;Walenstadt Ausgänge
4401;8881;Walenstadtberg
4402;3512;Walkringen
4403;4323;Wallbach
4404;3206;Wallenbuch
4405;1784;Wallenried
4406;8360;Wallenwil
4407;8304;Wallisellen
4408;8316;Wallisellen Yves Rocher S
4409;4705;Walliswil b. Niederbipp
4410;4706;Walliswil b. Wangen
4411;3272;Walperswil
4412;8468;Waltalingen
4413;7158;Waltensburg/Vuorz
4414;5622;Waltenschwil
4415;4942;Walterswil BE
4416;5746;Walterswil SO
4417;9428;Walzenhausen
4418;3615;Wangelen
4419;4705;Wangen an der Aare
4420;8602;Wangen b. Dübendorf
4421;4612;Wangen b. Olten
4422;8855;Wangen SZ
4423;3374;Wangenried
4424;9545;Wängi
4425;7323;Wangs
4426;3372;Wanzwil
4427;9478;Wartau
4428;8532;Warth
4429;3457;Wasen im Emmental
4430;6484;Wassen UR
4431;8195;Wasterkingen
4432;8105;Watt
4433;3135;Wattenwil
4434;9630;Wattwil
4435;6242;Wauwil
4436;8571;Weerswilen
4437;8872;Weesen
4438;4317;Wegenstetten
4439;6353;Weggis
4440;8433;Weiach
4441;3462;Weier im Emmental
4442;8570;Weinfelden
4443;9508;Weingarten
4444;9508;Weingarten-Kalthäusern
4445;8534;Weiningen TG
4446;8104;Weiningen ZH
4447;9057;Weissbad
4448;3766;Weissenbach
4449;3764;Weissenburg
4450;4515;Weissenstein b. Solothurn
4451;8484;Weisslingen
4452;7326;Weisstannen
4453;9476;Weite
4454;4716;Welschenrohr
4455;3823;Wengen
4456;3251;Wengi b. Büren
4457;3714;Wengi b. Frutigen
4458;4493;Wenslingen
4459;9470;Werdenberg
4460;7433;Wergenstein
4461;8615;Wermatswil
4462;8342;Wernetshausen
4463;6106;Werthenstein
4464;5430;Wettingen
4465;5430;Wettingen 1
4466;5430;Wettingen 2
4467;5430;Wettingen 3
4468;5431;Wettingen Sonderdienste
4469;8907;Wettswil
4470;8513;Wetzikon TG
4471;8620;Wetzikon ZH
4472;8622;Wetzikon ZH
4473;8623;Wetzikon ZH
4474;8620;Wetzikon ZH 1
4475;8621;Wetzikon ZH 4
4476;3114;Wichtrach
4477;8967;Widen
4478;9443;Widnau
4479;4537;Wiedlisbach
4480;9405;Wienacht-Tobel
4481;7494;Wiesen GR
4482;6383;Wiesenberg
4483;8542;Wiesendangen
4484;8372;Wiezikon b. Sirnach
4485;6192;Wiggen
4486;3053;Wiggiswil
4487;8556;Wigoltingen
4488;4806;Wikon
4489;4347;Wil AG
4490;9500;Wil SG
4491;9500;Wil SG 1
4492;9500;Wil SG 2
4493;9500;Wil SG Ausgabe
4494;8196;Wil ZH
4495;8492;Wila
4496;8217;Wilchingen
4497;8321;Wildberg
4498;5103;Wildegg
4499;3812;Wilderswil
4500;9658;Wildhaus
4501;9225;Wilen (Gottshaus)
4502;6062;Wilen (Sarnen)
4503;8525;Wilen b. Neunforn
4504;9535;Wilen b. Wil
4505;8832;Wilen b. Wollerau
4506;3918;Wiler (Lötschen)
4507;3266;Wiler b. Seedorf
4508;3428;Wiler b. Utzenstorf
4509;3207;Wileroltigen
4510;6261;Wiliberg
4511;6261;Wiliberg-Hintermoos
4512;6236;Wilihof
4513;3425;Willadingen
4514;8846;Willerzell
4515;6130;Willisau
4516;8253;Willisdorf
4517;3752;Wimmis
4518;9307;Winden
4519;5200;Windisch
4520;8175;Windlach
4521;6235;Winikon
4522;4558;Winistorf
4523;8185;Winkel b. Bülach
4524;8312;Winterberg ZH
4525;4451;Wintersingen
4526;8400;Winterthur
4527;8402;Winterthur
4528;8403;Winterthur
4529;8404;Winterthur
4530;8405;Winterthur
4531;8406;Winterthur
4532;8407;Winterthur
4533;8408;Winterthur
4534;8409;Winterthur
4535;8410;Winterthur
4536;8411;Winterthur
4537;8400;Winterthur 1 Ausgabe
4538;8401;Winterthur 1 Fächer
4539;8439;Winterthur Ausgänge
4540;8401;Winterthur TD
4541;4652;Winznau
4542;4634;Wisen SO
4543;8439;Wislikofen
4544;9303;Wittenbach
4545;9547;Wittenwil
4546;4108;Witterswil
4547;4443;Wittinsburg
4548;5265;Wittnau
4549;5053;Wittwil
4550;5610;Wohlen AG
4551;5610;Wohlen AG 1
4552;5610;Wohlen AG 2
4553;3033;Wohlen b. Bern
4554;5512;Wohlenschwil
4555;6386;Wolfenschiessen
4556;9116;Wolfertswil
4557;9427;Wolfhalden
4558;8633;Wolfhausen
4559;4704;Wolfisberg
4560;5266;Wölflinswil
4561;4855;Wolfwil
4562;6110;Wolhusen
4563;8832;Wollerau
4564;3076;Worb
4565;3076;Worb 1
4566;3076;Worb 2
4567;3252;Worben
4568;3048;Worblaufen
4569;5012;Wöschnau
4570;3184;Wünnewil
4571;9514;Wuppenau
4572;5303;Würenlingen
4573;8116;Würenlos
4574;4923;Wynau
4575;3472;Wynigen
4576;4954;Wyssachen
4577;1137;Yens
4578;1401;Yverdon
4579;1400;Yverdon 1
4580;1400;Yverdon 2
4581;1400;Yverdon 3
4582;1400;Yverdon RCP
4583;1400;Yverdon-les-Bains
4584;1462;Yvonand
4585;1853;Yvorne
4586;3309;Zauggenried
4587;3532;Zäziwil
4588;4495;Zeglingen
4589;5256;Zeihen
4590;4314;Zeiningen
4591;9427;Zelg (Wolfhalden)
4592;6144;Zell LU
4593;8487;Zell ZH
4594;1724;Zénauva
4595;3934;Zeneggen
4596;3920;Zermatt
4597;7530;Zernez
4598;5732;Zetzwil
4599;9556;Zezikon
4600;4417;Ziefen
4601;8866;Ziegelbrücke
4602;4564;Zielebach
4603;7167;Zignau
4604;8588;Zihlschlacht
4605;7432;Zillis
4606;3086;Zimmerwald
4607;3961;Zinal
4608;7205;Zizers
4609;4800;Zofingen
4610;4801;Zofingen Ringier AG
4611;3436;Zollbrück
4612;8125;Zollikerberg
4613;3052;Zollikofen
4614;8702;Zollikon
4615;8702;Zollikon Dorf
4616;8702;Zollikon Station
4617;8585;Zuben
4618;9523;Züberwangen
4619;4528;Zuchwil
4620;9526;Zuckenriet
4621;5620;Zufikon
4622;6300;Zug
4623;6301;Zug
4624;6302;Zug
4625;6303;Zug
4626;6304;Zug
4627;6305;Zug
4628;6300;Zug 1
4629;6310;Zug Sonderdienste
4630;6300;Zugerberg
4631;4234;Zullwil
4632;1719;Zumholz
4633;8126;Zumikon
4634;4455;Zunzgen
4635;7524;Zuoz
4636;9107;Zürchersmühle
4637;8000;Zürich
4638;8001;Zürich
4639;8002;Zürich
4640;8003;Zürich
4641;8004;Zürich
4642;8005;Zürich
4643;8006;Zürich
4644;8008;Zürich
4645;8020;Zürich
4646;8021;Zürich
4647;8022;Zürich
4648;8023;Zürich
4649;8024;Zürich
4650;8025;Zürich
4651;8026;Zürich
4652;8027;Zürich
4653;8028;Zürich
4654;8029;Zürich
4655;8030;Zürich
4656;8031;Zürich
4657;8032;Zürich
4658;8033;Zürich
4659;8034;Zürich
4660;8035;Zürich
4661;8036;Zürich
4662;8037;Zürich
4663;8038;Zürich
4664;8039;Zürich
4665;8040;Zürich
4666;8041;Zürich
4667;8042;Zürich
4668;8043;Zürich
4669;8044;Zürich
4670;8045;Zürich
4671;8046;Zürich
4672;8047;Zürich
4673;8048;Zürich
4674;8049;Zürich
4675;8050;Zürich
4676;8051;Zürich
4677;8052;Zürich
4678;8053;Zürich
4679;8055;Zürich
4680;8056;Zürich
4681;8057;Zürich
4682;8058;Zürich
4683;8059;Zürich
4684;8060;Zürich
4685;8061;Zürich
4686;8062;Zürich
4687;8063;Zürich
4688;8064;Zürich
4689;8065;Zürich
4690;8079;Zürich
4691;8091;Zürich
4692;8020;Zürich 1 Briefausgabe
4693;8032;Zürich 32 Briefausgabe
4694;8090;Zürich Amtsstellen Kt ZH
4695;8036;Zürich Corona
4696;8093;Zürich ETH-Hönggerberg
4697;8092;Zürich ETH-Zentrum
4698;8088;Zürich Jelmoli-Versand
4699;8020;Zürich KPD
4700;8080;Zürich Postcheckamt
4701;8050;Zürich RPZ
4702;8052;Zürich SB Birchhof
4703;8045;Zürich SB Friesenberg
4704;8004;Zürich SB Lochergut
4705;8070;Zürich SKA
4706;8099;Zürich Sonderdienste
4707;8021;Zürich TD
4708;8010;Zürich-Mülligen Postzentr
4709;8437;Zurzach
4710;4315;Zuzgen
4711;3304;Zuzwil BE
4712;9524;Zuzwil SG
4713;8432;Zweidlen
4714;3815;Zweilütschinen
4715;3770;Zweisimmen
4716;3645;Zwieselberg
4717;8909;Zwillikon
4718;4222;Zwingen
4719;3756;Zwischenflüh
4720;0;-
4721;1921;Martigny-Combe
