PKLocNb;NPA;LocName
2214;1018;Lausanne
2215;1000;Lausanne
2216;1000;Lausanne 1 Dist Lettres
2217;1000;Lausanne 12
2218;1000;Lausanne 13
2219;1000;Lausanne 14
2220;1000;Lausanne 16
2221;1000;Lausanne 17
2222;1000;Lausanne 19
2223;1000;Lausanne 2
2224;1000;Lausanne 20
2225;1000;Lausanne 21
2226;1000;Lausanne 22
2227;1000;Lausanne 23
2228;1000;Lausanne 24
2229;1000;Lausanne 25
2230;1000;Lausanne 26
2231;1000;Lausanne 27
2232;1000;Lausanne 28
2233;1000;Lausanne 3
2234;1000;Lausanne 30
2235;1000;Lausanne 4
2236;1000;Lausanne 5
2237;1000;Lausanne 6
2238;1000;Lausanne 7
2239;1000;Lausanne 8
2240;1000;Lausanne 9
2241;1014;Lausanne Adm cant VD
2242;1017;Lausanne Charles Veillon
2243;1001;Lausanne DAP
2244;1000;Lausanne DT
2245;4415;Lausen
2246;3822;Lauterbrunnen
2247;4426;Lauwil
2248;6633;Lavertezzo
2249;1892;Lavey-Village
2250;1175;Lavigny
2251;7543;Lavin
2252;6746;Lavorgo
2253;3994;Lax
2254;2877;Le Bémont JU
2255;2336;Le Boéchet
2256;1348;Le Brassus
2257;2128;Le Brouillet
2258;1645;Le Bry
2259;2405;Le Cachot
2260;2414;Le Cerneux-Péquignot
2261;2724;Le Cerneux-Veusil
2262;1934;Le Châble VS
2263;1450;Le Château-de-Ste-Croix
2264;1925;Le Châtelard VS
2265;1689;Le Châtelard-près-Romont
2266;2412;Le Col-des-Roches
2267;2322;Le Crêt-du-Locle
2268;1611;Le Crêt-près-Semsales
2269;2712;Le Fuet
2270;1218;Le Grand-Saconnex
2271;1609;Le Jordil
2272;2525;Le Landeron
2273;1345;Le Lieu
2274;1219;Le Lignon
2275;2400;Le Locle
2276;1801;Le Mont-Pèlerin
2277;1052;Le Mont-sur-Lausanne
2278;1051;Le Mont-sur-Lausanne Poly
2279;1261;Le Muids
2280;2725;Le Noirmont
2281;2058;Le Pâquier NE
2282;1661;Le Pâquier-Montbarry
2283;2724;Le Peuchapatte
2284;1342;Le Pont
2285;2711;Le Prédame
2286;7746;Le Prese
2287;2413;Le Prévoux
2288;1347;Le Sentier
2289;1863;Le Sépey
2290;1347;Le Solliat
2291;1923;Le Trétien
2292;1261;Le Vaud
2293;1773;Léchelles
2294;6556;Leggia
2295;4353;Leibstadt
2296;5733;Leimbach AG
2297;8584;Leimbach TG
2298;4935;Leimiswil
2299;3706;Leissigen
2300;9525;Lenggenwil
2301;5426;Lengnau AG
2302;2543;Lengnau BE
2303;8574;Lengwil-Oberhofen
2304;3775;Lenk im Simmental
2305;1978;Lens
2306;1745;Lentigny
2307;5600;Lenzburg
2308;5600;Lenzburg 1
2309;5600;Lenzburg 2
2310;5601;Lenzburg Sonderdienste
2311;7078;Lenzerheide/Lai
2312;6711;Leontica
2313;1227;Les Acacias
2314;1992;Les Agettes
2315;1220;Les Avanchets
2316;1833;Les Avants
2317;2127;Les Bayards
2318;1346;Les Bioux
2319;2336;Les Bois
2320;2416;Les Brenets
2321;2724;Les Breuleux
2322;1343;Les Charbonnières
2323;1356;Les Clées
2324;1988;Les Collons
2325;1080;Les Cullayes
2326;1865;Les Diablerets
2327;1697;Les Ecasseys
2328;2338;Les Emibois-Muriaux
2329;2875;Les Enfers
2330;1891;Les Evouettes
2331;2416;Les Frêtes
2332;1584;Les Friques
2333;2206;Les Geneveys-sur-Coffrane
2334;2714;Les Genevez JU
2335;1871;Les Giettes
2336;1922;Les Granges (Salvan)
2337;1984;Les Haudères
2338;2208;Les Hauts-Geneveys
2339;2325;Les Joux-Derrière
2340;2209;Les Loges
2341;1923;Les Marécottes
2342;1992;Les Mayens-de-Sion
2343;1808;Les Monts-de-Corsier
2344;1862;Les Mosses
2345;1834;Les Moulins
2346;1619;Les Paccots
2347;2318;Les Petits-Ponts
2348;2325;Les Planchettes
2349;1888;Les Plans-sur-Bex
2350;2727;Les Pommerats
2351;2610;Les Pontins
2352;2316;Les Ponts-de-Martel
2353;1886;Les Posses-sur-Bex
2354;2534;Les Prés-d'Orvin
2355;1452;Les Rasses
2356;2722;Les Reussilles
2357;2108;Les Ruillères
2358;2124;Les Sagnettes
2359;1831;Les Sciernes-d'Albeuve
2360;2125;Les Taillères
2361;1501;Les Tavernes
2362;1501;Les Thioleyres
2363;2126;Les Verrières
2364;2054;Les Vieux-Prés
2365;1669;Lessoc
2366;1831;L'Etivaz
2367;8772;Leuggelbach
2368;5316;Leuggern
2369;3953;Leuk Stadt
2370;3954;Leukerbad
2371;5725;Leutwil
2372;3297;Leuzigen
2373;1942;Levron
2374;1854;Leysin
2375;1854;Leysin 1
2376;1854;Leysin 2
2377;1912;Leytron
2378;7745;Li Curt
2379;9614;Libingen
2380;9620;Lichtensteig
2381;1945;Liddes
2382;3097;Liebefeld
2383;3213;Liebistorf
2384;4436;Liedertswil
2385;1688;Lieffrens
2386;6277;Lieli LU
2387;9464;Lienz
2388;4253;Liesberg
2389;4254;Liesberg Dorf
2390;4410;Liestal
2391;4410;Liestal Kaserne
2392;2514;Ligerz
2393;1357;Lignerolle
2394;2523;Lignières
2395;6853;Ligornetto
2396;3317;Limpach
2397;8315;Lindau
2398;3517;Linden
2399;6682;Linescio
2400;5224;Linn
2401;8783;Linthal
2402;8557;Lipperswil
2403;8566;Lippoldswilen
2404;1148;L'Isle
2405;6014;Littau
2406;9573;Littenheid
2407;7058;Litzirüti
2408;3268;Lobsigen
2409;3960;Loc
2410;6600;Locarno
2411;6601;Locarno
2412;6604;Locarno
2413;6605;Locarno
2414;6600;Locarno 1 Dist Lettere
2415;6600;Locarno 3 Stazione Autopo
2416;6611;Locarno Sortite
2417;6671;Locarno Sortite
2418;6611;Loco
2419;6671;Lodano
2420;6527;Lodrino
2421;7433;Lohn GR
2422;8235;Lohn SH
2423;4573;Lohn SO
2424;4573;Lohn-Ammannsegg
2425;8224;Löhningen
2426;3127;Lohnstorf
2427;9308;Lömmenschwil
2428;9506;Lommis
2429;4514;Lommiswil
2430;1027;Lonay
2431;1261;Longirod
2432;6956;Lopagno
2433;6616;Losone
2434;1782;Lossy-Formangue
2435;6558;Lostallo
2436;4654;Lostorf
2437;6711;Lottigna
2438;4932;Lotzwil
2439;1948;Lourtier
2440;1682;Lovatens
2441;1756;Lovens
2442;2732;Loveresse
2443;7534;Lü
2444;2807;Lucelle
2445;1522;Lucens
2446;9438;Lüchingen
2447;8775;Luchsingen
2448;8775;Luchsingen-Hätzingen
2449;6711;Ludiano
2450;7027;Lüen
2451;8426;Lufingen
2452;6953;Lugaggia
2453;6900;Lugano
2454;6901;Lugano
2455;6902;Lugano
2456;6903;Lugano
2457;6904;Lugano
2458;6906;Lugano
2459;6900;Lugano 3 Distribuzione
2460;6905;Lugano 5 Serv Autopostali
2461;6910;Lugano Servizi Speciali
2462;6951;Lugano Sortite
2463;6981;Lugano Sortite
2464;2933;Lugnez
2465;1789;Lugnorre
2466;1184;Luins
2467;1470;Lully FR
2468;1132;Lully VD
2469;7148;Lumbrein
2470;6533;Lumino
2471;6078;Lungern
2472;5242;Lupfig
2473;4419;Lupsingen
2474;3215;Lurtigen
2475;2576;Lüscherz
2476;1307;Lussery
2477;4574;Lüsslingen
2478;1690;Lussy FR
2479;1133;Lussy-sur-Morges
2480;8513;Lustdorf
2481;9062;Lustmühle
2482;4708;Luterbach
2483;4571;Lüterkofen
2484;4571;Lüterkofen-Ichertswil
2485;4584;Lüterswil
2486;4584;Lüterswil-Gächliwil
2487;6157;Luthern Bad
2488;6156;Luthern Dorf
2489;9235;Lütisburg
2490;9601;Lütisburg Station
2491;1095;Lutry
2492;3816;Lütschental
2493;3432;Lützelflüh-Goldbach
2494;9426;Lutzenberg
2495;7141;Luven
2496;7242;Luzein
2497;6000;Luzern
2498;6002;Luzern
2499;6003;Luzern
2500;6004;Luzern
2501;6005;Luzern
2502;6006;Luzern
2503;6009;Luzern
2504;6000;Luzern 10
2505;6000;Luzern 11
2506;6000;Luzern 12
2507;6000;Luzern 13
2508;6000;Luzern 14
2509;6000;Luzern 15
2510;6000;Luzern 16
2511;6000;Luzern 2 Briefausgabe
2512;6000;Luzern 20
2513;6000;Luzern 4
2514;6000;Luzern 5
2515;6000;Luzern 6
2516;6000;Luzern 7
2517;6000;Luzern 9
2518;6002;Luzern KPD
2519;6002;Luzern TD
2520;6007;Luzern Verarbeitungszentr
2521;3250;Lyss
2522;3250;Lyss Briefausgabe
2523;3421;Lyssach
2524;1987;Mâche
2525;8322;Madetswil
2526;4934;Madiswil
2527;6995;Madonna del Piano
2528;6781;Madrano
2529;8886;Mädris-Vermol
2530;7523;Madulain
2531;6573;Magadino
2532;4312;Magden
2533;5506;Mägenwil
2534;6673;Maggia
2535;2532;Magglingen/Macolin
2536;6983;Magliaso
2537;6951;Maglio di Colla
2538;1727;Magnedens
2539;7304;Maienfeld
2540;6763;Mairengo
2541;4464;Maisprach
2542;7026;Maladers
2543;7208;Malans GR
2544;1042;Malapalud
2545;7074;Malix
2546;2735;Malleray
2547;2735;Malleray-Bévilard
2548;7516;Maloja
2549;6102;Malters
2550;6713;Malvaglia
2551;6712;Malvaglia Chiesa
2552;3152;Mamishaus
2553;8265;Mammern
2554;5318;Mandach
2555;8708;Männedorf
2556;8268;Mannenbach-Salenstein
2557;1775;Mannens
2558;1775;Mannens-Grandsivaz
2559;6928;Manno
2560;1613;Maracon
2561;6196;Marbach LU
2562;9437;Marbach SG
2563;1261;Marchissy
2564;4115;Mariastein
2565;2074;Marin-Epagnier
2566;1723;Marly
2567;1723;Marly 1
2568;1723;Marly 2
2569;7456;Marmorera
2570;1524;Marnand
2571;6817;Maroggia
2572;6711;Marolta
2573;1633;Marsens
2574;8562;Märstetten Dorf
2575;8560;Märstetten Station
2576;2316;Martel-Dernier
2577;8460;Marthalen
2578;1063;Martherenges
2579;1920;Martigny
2580;1920;Martigny 1
2581;1920;Martigny 1 Dist Lettres
2582;1920;Martigny 2
2583;1920;Martigny Bourg
2584;1921;Martigny-Croix
2585;7560;Martina
2586;3994;Martisberg
2587;9562;Märwil
2588;8933;Maschwanden
2589;1961;Mase
2590;7425;Masein
2591;6900;Massagno
2592;6900;Massagno Caselle
2593;1891;Massongex
2594;1692;Massonnens
2595;7303;Mastrils
2596;1438;Mathod
2597;7433;Mathon
2598;1753;Matran
2599;8766;Matt
2600;3773;Matten (St. Stephan)
2601;3800;Matten b. Interlaken
2602;3322;Mattstetten
2603;8585;Mattwil
2604;4713;Matzendorf
2605;9548;Matzingen
2606;1453;Mauborget
2607;6216;Mauensee
2608;1625;Maules
2609;8124;Maur
2610;1148;Mauraz
2611;9493;Mauren FL
2612;8576;Mauren TG
2613;1918;Mayens-de-Riddes
2614;6809;Medeglia
2615;7436;Medels im Rheinwald
2616;6045;Meggen
2617;6485;Meien
2618;3294;Meienried
2619;6344;Meierskappel
2620;3045;Meikirch
2621;8706;Meilen
2622;1252;Meinier
2623;2554;Meinisberg
2624;3860;Meiringen
2625;5616;Meisterschwanden
2626;6818;Melano
2627;4917;Melchnau
2628;6068;Melchsee-Frutt
2629;6067;Melchtal
2630;6815;Melide
2631;8439;Mellikon
2632;5507;Mellingen
2633;8887;Mels
2634;4233;Meltingen
2635;6850;Mendrisio
2636;6850;Mendrisio Borgo
2637;6851;Mendrisio Sortite
2638;6850;Mendrisio Stazione
2639;1533;Ménières
2640;6125;Menzberg
2641;5737;Menziken
2642;6313;Menzingen
2643;6122;Menznau
2644;6692;Menzonio
2645;5634;Merenschwand
2646;6647;Mergoscia
2647;6866;Meride
2648;8232;Merishausen
2649;3658;Merligen
2650;6402;Merlischachen
2651;2827;Mervelier
2652;3274;Merzligen
2653;6563;Mesocco
2654;3254;Messen
2655;4344;Mettau
2656;2806;Mettembert
2657;8553;Mettendorf TG
2658;9517;Mettlen
2659;8932;Mettmenstetten
2660;8252;Mett-Oberschlatt
2661;4116;Metzerlen
2662;1031;Mex VD
2663;1891;Mex VS
2664;3280;Meyriez
2665;1217;Meyrin
2666;1217;Meyrin 1
2667;1217;Meyrin 2
2668;1407;Mézery-près-Donneloye
2669;1684;Mézières FR
2670;1083;Mézières VD
2671;6805;Mezzovico
2672;1749;Middes
2673;2946;Miécourt
2674;3972;Miège
2675;1295;Mies
2676;1295;Mies-Tannay
2677;1896;Miex
2678;6981;Miglieglia
2679;3157;Milken
2680;6648;Minusio
2681;7743;Miralago
2682;3532;Mirchel
2683;1721;Misery
2684;1565;Missy
2685;8756;Mitlödi
2686;3147;Mittelhäusern
2687;7222;Mittellunden
2688;9122;Mogelsberg
2689;6671;Moghegno
2690;4313;Möhlin
2691;1314;Moiry VD
2692;6760;Molare
2693;6524;Moleno
2694;1662;Moléson-Village
2695;6995;Molinazzo di Monteggio
2696;7056;Molinis
2697;1146;Mollens VD
2698;3974;Mollens VS
2699;1074;Mollie-Margot
2700;8753;Mollis
2701;1415;Molondin
2702;8885;Mols
2703;7183;Mompé Medel
2704;7186;Mompé Tujetsch
2705;7458;Mon
2706;7250;Monbiel
2707;8617;Mönchaltorf
2708;6659;Moneto
2709;2715;Monible
2710;1125;Monnaz
2711;2608;Montagne-de-Courtelary
2712;2615;Montagne-de-Sonvilier
2713;6926;Montagnola
2714;1776;Montagny-la-Ville
2715;1774;Montagny-les-Monts
2716;1442;Montagny-près-Yverdon
2717;2027;Montalchez
2718;3962;Montana
2719;3962;Montana-Vermala
2720;1041;Montaubion-Chardonney
2721;2857;Montavon
2722;1835;Montbovon
2723;1569;Montbrelloz
2724;1354;Montcherand
2725;2610;Mont-Crosin
2726;2116;Mont-de-Buttes
2727;6851;Monte
2728;6903;Monte Brè 6903 Lugano
2729;6605;Monte Brè sopra Locarno
2730;6513;Monte Carasso
2731;2884;Montenol
2732;1483;Montet (Broye)
2733;1674;Montet (Glâne)
2734;1724;Montévraz
2735;2875;Montfaucon
2736;2874;Montfavergier
2737;5237;Mönthal
2738;1174;Montherod
2739;1870;Monthey
2740;1870;Monthey 1
2741;1870;Monthey 2
2742;2924;Montignez
2743;1328;Mont-la-Ville
2744;9462;Montlingen
2745;1587;Montmagny
2746;2883;Montmelon
2747;2205;Montmollin
2748;1081;Montpreveyres
2749;1099;Montpreveyres Fotolabo Cl
2750;1820;Montreux
2751;1820;Montreux 1
2752;1820;Montreux 1 Dist Lettres
2753;1820;Montreux 2
2754;1820;Montreux 3
2755;1831;Montreux Sorties
2756;1147;Montricher
2757;2828;Montsevelier
2758;2610;Mont-Soleil
2759;1185;Mont-sur-Rolle
2760;2723;Mont-Tramelan
2761;5054;Moosleerau
2762;3302;Moosseedorf
2763;6834;Morbio Inferiore
2764;6835;Morbio Superiore
2765;6922;Morcote
2766;3983;Mörel
2767;1541;Morens FR
2768;6315;Morgarten
2769;1110;Morges
2770;1110;Morges 1
2771;1110;Morges 2
2772;1110;Morges 3
2773;1875;Morgins
2774;2572;Mörigen
2775;5103;Möriken AG
2776;7143;Morissen
2777;1674;Morlens
2778;6074;Mörlialp
2779;1638;Morlon
2780;1054;Morrens VD
2781;6443;Morschach
2782;9402;Mörschwil
2783;6295;Mosen
2784;9607;Mosnang
2785;6611;Mosogno
2786;1675;Mossel
2787;1787;Môtier (Vully)
2788;2112;Môtiers NE
2789;3324;Mötschwil
2790;6711;Motto (Blenio)
2791;1510;Moudon
2792;2740;Moutier
2793;2740;Moutier 1
2794;2740;Moutier 2
2795;2812;Movelier
2796;6939;Mugena
2797;6831;Muggio
2798;5037;Muhen
2799;5642;Mühlau
2800;3995;Mühlebach (Goms)
2801;3203;Mühleberg
2802;3116;Mühledorf BE
2803;4583;Mühledorf SO
2804;8874;Mühlehorn
2805;4812;Mühlethal
2806;3127;Mühlethurnen
2807;9613;Mühlrüti
2808;3317;Mülchi
2809;7455;Mulegns
2810;3711;Mülenen
2811;8555;Müllheim Dorf
2812;8554;Müllheim-Wigoltingen
2813;5243;Mülligen
2814;4717;Mümliswil
2815;4322;Mumpf
2816;3053;Münchenbuchsee
2817;4142;Münchenstein
2818;4142;Münchenstein 1
2819;4142;Münchenstein 2
2820;4142;Münchenstein 3
2821;4140;Münchenstein Spengler AG
2822;1797;Münchenwiler
2823;3303;Münchringen
2824;4333;Münchwilen AG
2825;9542;Münchwilen TG
2826;3901;Mund
2827;3110;Münsingen
2828;3985;Münster VS
2829;3286;Muntelier
2830;3225;Müntschemier
2831;9313;Muolen
2832;6436;Muotathal
2833;1787;Mur (Vully)
2834;7108;Mura (Safien)
2835;6600;Muralto
2836;1893;Muraz (Collombey)
2837;3964;Muraz (Sierre)
2838;8877;Murg
2839;4853;Murgenthal
2840;5630;Muri AG
2841;3074;Muri b. Bern
2842;1489;Murist
2843;3825;Mürren
2844;3280;Murten
2845;3034;Murzelen
2846;9602;Müselbach
2847;7537;Müstair
2848;6289;Müswangen
2849;1428;Mutrux
2850;7431;Mutten
2851;4132;Muttenz
2852;4132;Muttenz 1
2853;4132;Muttenz 2
2854;6933;Muzzano
2855;8752;Näfels
2856;8606;Nänikon
2857;9123;Nassen
2858;3904;Naters
2859;1961;Nax
2860;1041;Naz
2861;6244;Nebikon
2862;9126;Necker
2863;8173;Neerach
2864;8413;Neftenbach
2865;6991;Neggio
2866;1668;Neirivue
2867;9485;Nendeln
2868;4574;Nennigkofen
2869;4224;Nenzlingen
2870;8484;Neschwil
2871;5523;Nesselnbach
2872;3863;Nessental
2873;9650;Nesslau
2874;8754;Netstal
2875;8759;Netstal Verarbeitungszent
2876;9652;Neu St. Johann
2877;6314;Neuägeri
2878;8488;Neubrunn
2879;2000;Neuchâtel
2880;2001;Neuchâtel
2881;2002;Neuchâtel
2882;2003;Neuchâtel
2883;2004;Neuchâtel
2884;2005;Neuchâtel
2885;2006;Neuchâtel
2886;2007;Neuchâtel
2887;2008;Neuchâtel
2888;2009;Neuchâtel
2889;2000;Neuchâtel 2 Dist Lettres
2890;2001;Neuchâtel DAP
2891;2002;Neuchâtel DT
2892;6025;Neudorf
2893;4623;Neuendorf
2894;3176;Neuenegg
2895;5432;Neuenhof
2896;6206;Neuenkirch
2897;8732;Neuhaus SG
2898;8212;Neuhausen am Rheinfall
2899;8212;Neuhausen am Rheinfall 1
2900;8212;Neuhausen am Rheinfall 2
2901;6345;Neuheim
2902;9315;Neukirch (Egnach)
2903;8578;Neukirch an der Thur
2904;8213;Neunkirch
2905;8566;Neuwilen
2906;1740;Neyruz FR
2907;1515;Neyruz-sur-Moudon
2908;2560;Nidau
2909;8772;Nidfurn
2910;4704;Niederbipp
2911;4626;Niederbuchsiten
2912;9246;Niederbüren
2913;4435;Niederdorf
2914;5015;Niedererlinsbach
2915;3945;Niedergampel
2916;3942;Niedergesteln
2917;9240;Niederglatt SG
2918;8172;Niederglatt ZH
2919;5013;Niedergösgen
2920;8155;Niederhasli
2921;9527;Niederhelfenschwil
2922;3504;Niederhünigen
2923;5702;Niederlenz
2924;3087;Niedermuhlern
2925;8525;Niederneunforn
2926;3362;Niederönz
2927;3424;Niederösch
2928;6383;Niederrickenbach
2929;3853;Niederried b. Interlaken
2930;3283;Niederried b. Kallnach
2931;5443;Niederrohrdorf
2932;3145;Niederscherli
2933;3632;Niederstocken
2934;9052;Niederteufen
2935;8867;Niederurnen
2936;9244;Niederuzwil
2937;3981;Niederwald
2938;3172;Niederwangen b. Bern
2939;8166;Niederweningen
2940;3114;Niederwichtrach
2941;5524;Niederwil AG
2942;9203;Niederwil SG
2943;4523;Niederwil SO
2944;8500;Niederwil TG
2945;3712;Niesen Kulm
2946;6683;Niva (Vallemaggia)
2947;6746;Nivo
2948;2518;Nods
2949;3976;Noës
2950;3116;Noflen BE
2951;8212;Nohl
2952;2103;Noiraigue
2953;1757;Noréaz
2954;6207;Nottwil
2955;6207;Nottwil Paraplegikerzentr
2956;6986;Novaggio
2957;1431;Novalles
2958;6883;Novazzano
2959;1845;Noville
2960;7437;Nufenen
2961;4412;Nuglar
2962;4208;Nunningen
2963;8309;Nürensdorf
2964;5415;Nussbaumen b. Baden
2965;8537;Nussbaumen TG
2966;4453;Nusshof
2967;1485;Nuvilly
2968;1260;Nyon
2969;1260;Nyon Dist Lettres
2970;1260;Nyon RCP
2971;1261;Nyon Sorties
2972;6363;Obbürgen
2973;8587;Oberaach
2974;6315;Oberägeri
2975;6414;Oberarth
2976;3096;Oberbalm
2977;6170;Oberberg b. Schüpfheim
2978;4538;Oberbipp
2979;5225;Oberbözberg
2980;4625;Oberbuchsiten
2981;9245;Oberbüren
2982;3414;Oberburg
2983;9565;Oberbussnang
2984;3088;Oberbütschel
2985;3515;Oberdiessbach
2986;4436;Oberdorf BL
2987;6370;Oberdorf NW
2988;4515;Oberdorf SO
2989;9413;Oberegg
2990;5422;Oberehrendingen
2991;8425;Oberembrach
2992;3948;Oberems
2993;8102;Oberengstringen
2994;5036;Oberentfelden
2995;5016;Obererlinsbach
2996;5108;Oberflachs
2997;3551;Oberfrittenbach
2998;4564;Obergerlafingen
2999;3981;Obergesteln
3000;8154;Oberglatt ZH
3001;3434;Obergoldbach
3002;4653;Obergösgen
3003;8216;Oberhallau
3004;8156;Oberhasli
3005;9621;Oberhelfenschwil
3006;8335;Oberhittnau
3007;5267;Oberhof
3008;4345;Oberhofen AG
3009;3653;Oberhofen am Thunersee
3010;8574;Oberhofen b. Kreuzlingen
3011;3504;Oberhünigen
3012;8843;Oberiberg
3013;6208;Oberkirch LU
3014;5727;Oberkulm
3015;8917;Oberlunkhofen
3016;8706;Obermeilen
3017;4324;Obermumpf
3018;7431;Obermutten
3019;6012;Obernau
3020;8526;Oberneunforn
3021;3363;Oberönz
3022;3424;Oberösch
3023;4588;Oberramsern
3024;6387;Oberrickenbach
3025;3854;Oberried am Brienzersee
3026;1724;Oberried FR
3027;8942;Oberrieden
3028;9463;Oberriet SG
3029;5452;Oberrohrdorf
3030;5647;Oberrüti
3031;7133;Obersaxen Affeier
3032;7136;Obersaxen Friggahüs
3033;7135;Obersaxen Giraniga
3034;7134;Obersaxen Meierhof
3035;9479;Oberschan
3036;1716;Oberschrot
3037;8477;Oberstammheim
3038;4924;Obersteckholz
3039;8884;Oberterzen
3040;3531;Oberthal
3041;8868;Oberurnen
3042;9242;Oberuzwil
3043;3999;Oberwald
3044;3173;Oberwangen b. Bern
3045;8371;Oberwangen TG
3046;8165;Oberweningen
3047;3114;Oberwichtrach
3048;3298;Oberwil b. Büren
3049;6317;Oberwil b. Zug
3050;4104;Oberwil BL
3051;3765;Oberwil im Simmental
3052;8500;Oberwil TG
3053;8966;Oberwil-Lieli
3054;8912;Obfelden
3055;8875;Obstalden
3056;3367;Ochlenberg
3057;2889;Ocourt
3058;6951;Odogno
3059;4566;Oekingen
3060;4702;Oensingen
3061;8461;Oerlingen
3062;4943;Oeschenbach
3063;5263;Oeschgen
3064;3776;Oeschseite
3065;8618;Oetwil am See
3066;8955;Oetwil an der Limmat
3067;3753;Oey
3068;4665;Oftringen
3069;4665;Oftringen 1
3070;4665;Oftringen 2
3071;1045;Ogens
3072;6955;Oggio
3073;6143;Ohmstal
3074;1580;Oleyres
3075;6718;Olivone
3076;1867;Ollon VD
3077;3971;Ollon VS
3078;4305;Olsberg
3079;4600;Olten
3080;4601;Olten
3081;4603;Olten
3082;4600;Olten 1
3083;4600;Olten 1 Ausgabe
3084;4600;Olten TD
3085;4494;Oltingen
3086;1213;Onex
3087;1756;Onnens FR
3088;1425;Onnens VD
3089;8584;Opfershofen TG
3090;8236;Opfertshofen SH
3091;8152;Opfikon
3092;1413;Oppens
3093;9563;Oppikon
3094;3629;Oppligen
3095;1350;Orbe
3096;1430;Orges
3097;1341;Orient
3098;6945;Origlio
3099;4466;Ormalingen
3100;1317;Orny
3101;1610;Oron-la-Ville
3102;1608;Oron-le-Châtel
3103;2552;Orpund
3104;6644;Orselina
3105;1937;Orsières
3106;1693;Orsonnens
3107;3042;Ortschwaben
3108;2534;Orvin
3109;1413;Orzens
3110;3476;Oschwand
3111;6763;Osco
3112;6703;Osogna
3113;6703;Osogna Stazione
3114;7710;Ospizio Bernina
3115;8475;Ossingen
3116;8218;Osterfingen
3117;6130;Ostergau
3118;3072;Ostermundigen
3119;3072;Ostermundigen 1
3120;3072;Ostermundigen 2
3121;3072;Ostermundigen SB
3122;8112;Otelfingen
3123;5504;Othmarsingen
3124;8913;Ottenbach
3125;8626;Ottikon (Gossau ZH)
3126;8307;Ottikon b. Kemptthal
3127;8561;Ottoberg
3128;1041;Oulens-sous-Echallens
3129;1522;Oulens-sur-Lucens
3130;1911;Ovronnaz
3131;7028;Pagig
3132;1416;Pailly
3133;6657;Palagnedra
3134;1607;Palézieux-Gare
3135;1501;Palézieux-Village
3136;6915;Pambio-Noranco
3137;1142;Pampigny
3138;1858;Panex
3139;7243;Pany
3140;6900;Paradiso
3141;7076;Parpan
3142;7464;Parsonz
3143;7417;Paspels
3144;7062;Passugg-Araschgen
3145;1094;Paudex
3146;1530;Payerne
3147;6912;Pazzallo
3148;6695;Peccia
3149;6832;Pedrinate
3150;7029;Peist
3151;1059;Peney-le-Jorat
3152;1783;Pensier
3153;1305;Penthalaz
3154;1303;Penthaz
3155;1375;Penthéréaz
3156;6035;Perlen
3157;1258;Perly
3158;2742;Perrefitte
3159;1166;Perroy
3160;6744;Personico
3161;2603;Péry
3162;2034;Peseux
3163;1213;Petit-Lancy
3164;1213;Petit-Lancy 1
3165;1213;Petit-Lancy 2
3166;2315;Petit-Martel
3167;1041;Peyres-Possens
3168;7312;Pfäfers
3169;8118;Pfaffhausen
3170;8808;Pfäffikon SZ
3171;8330;Pfäffikon ZH
3172;6264;Pfaffnau
3173;5735;Pfeffikon LU
3174;4148;Pfeffingen
3175;8422;Pfungen
3176;8505;Pfyn
3177;6951;Piandera Paese
3178;6582;Pianezzo
3179;6695;Piano di Peccia
3180;6579;Piazzogna
3181;1722;Pierrafortscha
3182;2542;Pieterlen
3183;7443;Pignia
3184;7156;Pigniu
3185;6010;Pilatus Kulm
3186;6776;Piotta
3187;7111;Pitasch
3188;8879;Pizolpark (Mels)
3189;1174;Pizy
3190;1716;Plaffeien
3191;2536;Plagne
3192;9494;Planken
3193;1228;Plan-les-Ouates
3194;1737;Plasselb
3195;7185;Platta
3196;9432;Platz (Walzenhausen)
3197;7517;Plaun da Lej
3198;2807;Pleigne
3199;2953;Pleujouse
3200;8889;Plons
3201;3638;Pohlern
3202;1041;Poliez-le-Grand
3203;1041;Poliez-Pittet
3204;6742;Pollegio
3205;1318;Pompaples
3206;1405;Pomy
3207;1699;Pont (Veveyse)
3208;1962;Pont-de-la-Morge (Sion)
3209;6946;Ponte Capriasca
3210;6996;Ponte Cremenaga
3211;6988;Ponte Tresa
3212;2733;Pontenet
3213;1772;Ponthaux
3214;1649;Pont-la-Ville
3215;6711;Ponto Valentino
3216;7504;Pontresina
3217;2900;Porrentruy
3218;2900;Porrentruy 1
3219;2900;Porrentruy 1 Distribution
3220;2900;Porrentruy 2
3221;1699;Porsel
3222;2562;Port
3223;1568;Portalban
3224;7423;Portein
3225;6613;Porto Ronco
3226;6948;Porza
3227;1726;Posat
3228;7742;Poschiavo
3229;1725;Posieux
3230;7063;Praden
3231;7231;Pragg-Jenaz
3232;1408;Prahins
3233;1197;Prangins
3234;1528;Praratoud
3235;1724;Praroman-Le Mouret
3236;6773;Prato (Leventina)
3237;6694;Prato-Sornico
3238;4133;Pratteln
3239;4133;Pratteln 1
3240;4133;Pratteln 2
3241;4133;Pratteln 4
3242;7415;Pratval
3243;7424;Präz
3244;1788;Praz (Vully)
3245;1943;Praz-de-Fort
3246;7482;Preda
3247;6963;Pregassona
3248;2515;Prêles
3249;1324;Premier
3250;6523;Preonzo
3251;1243;Presinge
3252;1028;Préverenges
